Zip,geo_x,geo_y
27033,50.1167,13.4833
27034,50.0167,13.5167
27035,50.0333,13.65
27036,50.0667,13.7
27041,50,13.7333
27042,49.95,13.7667
27051,50.1333,13.7667
27052,50.15,13.75
27053,50.1667,13.7667
27054,50.2167,13.8667
27055,50.2333,13.8
27061,50.1333,13.95
27062,50.1333,13.9167
27064,50.1833,13.95
27065,50.2333,13.8833
27101,50.1333,13.8833
37001,48.9,14.4
37004,48.9224,14.4643
37005,48.9224,14.4643
37006,48.9167,14.5167
37007,48.9167,14.5167
37008,48.9224,14.4643
37010,49.0167,14.5
37011,49.0167,14.5
37018,49.0167,14.5
37301,49.2,14.35
37302,49.2333,14.3833
37303,49.25,14.4167
37304,49.3,14.4
37311,48.9333,14.6333
37312,48.8667,14.6833
37314,48.8667,14.5667
37315,48.9093,14.6667
37316,48.9093,14.6667
37322,48.8167,14.5333
37323,48.8167,14.5
37324,48.85,14.5
37331,48.8333,14.7
37332,48.8833,14.7333
37333,48.8167,14.7167
37334,48.8167,14.8
37335,48.7667,14.7167
37336,48.75,14.6667
37341,49.1167,14.4
37343,49.1333,14.45
37344,49.0667,14.3667
37346,49.05,14.3333
37347,49.0667,14.2833
37348,49.1167,14.25
37349,49.0833,14.35
37350,49.1,14.3667
37351,49.15,14.35
37361,49.0167,14.4667
37362,49.0667,14.5167
37363,49.1,14.6167
37364,49.1333,14.6333
37365,49.1333,14.6333
37366,49.2,14.5167
37371,48.9833,14.5667
37372,49.0333,14.6333
37373,49.0167,14.6667
37381,48.9,14.45
37382,48.9167,14.4333
37384,48.9833,14.2667
37401,48.8667,14.65
37501,49.1667,14.3333
37901,48.9667,14.7167
39165,49.2667,14.4667
38101,48.7833,14.1833
38201,48.85,14.4167
38202,48.85,14.3833
38203,48.9333,14.2667
38206,48.9333,14.2167
38208,48.85,14.2167
38211,48.7833,14.2833
38216,48.7333,14.2167
38218,48.65,14.3667
38221,48.8167,14.25
38222,48.7667,14.1833
38223,48.7333,14.1167
38226,48.7,14.0833
38229,48.8167,14.2167
38231,48.8167,14.4
38232,48.8667,14.4
38241,48.7333,14.45
38242,48.7667,14.4667
38272,48.65,14.4333
38273,48.65,14.2833
38276,48.6667,14.2667
38278,48.6333,14.2167
38279,48.7,14.2
38281,48.7833,14.55
38282,48.7333,14.6333
38283,48.7583,14.5917
38291,48.6833,14.5833
38292,48.7,14.4
38293,48.6,14.4333
38451,48.9,13.7333
37701,49.1167,14.9667
37801,49.0833,14.9833
37802,49.0667,14.95
37803,48.9667,14.85
37804,48.9833,14.95
37805,48.9167,14.9167
37806,48.8833,14.8833
37807,48.8833,14.95
37808,48.85,14.9
37809,48.8167,14.9333
37810,48.7667,14.9667
37816,49.1333,14.7
37817,49.0833,14.8167
37818,49.0333,14.8833
37821,49.2,14.8833
37824,49.2377,14.8819
37825,49.2667,14.9333
37826,49.2167,14.9667
37831,49.1,15.0667
37832,49.0667,15.0833
37833,49.0333,15.1333
37841,49.1833,15.0667
37842,49.2,15.0833
37843,49.2667,15
37846,49.1333,14.9167
37852,49.15,15.1
37853,49.15,15.2167
37855,49.2167,15.1833
37856,49.1833,15.2833
37858,49.15,15.3333
37861,49.1167,15.1333
37862,49.1167,15.2
37871,49.0167,15.45
37872,48.9667,15.4667
37873,48.9667,15.55
37881,49.0333,15.4167
37882,49.0093,15.3564
37883,49.0667,15.3333
37891,49.0833,15.5333
37892,49.1,15.5833
38001,49.0833,15.4167
39301,49.4667,15.3333
39401,49.4,15.2333
39402,49.3667,15.2667
39403,49.3167,15.3333
39404,49.3833,15.3667
39405,49.4333,15.3667
39409,49.4833,15.25
39411,49.45,14.9667
39412,49.45,14.9667
39413,49.4167,15.0167
39414,49.4333,15.0833
39415,49.4167,15.1167
39421,49.4833,15.0833
39422,49.5833,15.0667
39424,49.5833,15.05
39426,49.5667,15
39427,49.559,15.0784
39428,49.5167,15.0333
39443,49.5,15.3333
39444,49.5333,15.2333
39445,49.5333,15.1833
39446,49.5167,15.1833
39451,49.6,15.3
39452,49.5833,15.4
39456,49.5667,15.2
39459,49.5833,15.2667
39461,49.3667,15.15
39462,49.3833,15.2
39463,49.3,15.1833
39464,49.2667,15.25
39468,49.2833,15.2
39470,49.3667,15.0833
39491,49.3167,15.0167
39492,49.3,14.9667
39493,49.3333,14.9667
39494,49.3667,14.9667
39495,49.3833,14.9167
39496,49.35,15.0667
39501,49.5833,14.9833
39601,49.5167,15.35
39701,49.2833,14.15
39702,49.3443,14.1385
39801,49.4333,14.0333
39804,49.4833,14.0167
39806,49.5167,14.05
39807,49.5,14.1667
39811,49.1833,14.1833
39815,49.25,14.2167
39816,49.25,14.3
39817,49.3167,14.3
39818,49.3333,14.2167
39819,49.3167,14.3
39821,49.2333,14.1
39822,49.2333,14.1
39831,49.7,14.3833
39832,49.3833,14.1417
39833,49.4167,14.1167
39834,49.4333,14.25
39835,49.3833,14.2
39842,49.3833,14.3667
39843,49.3167,14.3667
39847,49.3333,14.3333
39848,49.3833,14.2833
39851,49.4167,14.4167
39853,49.5333,14.4333
39855,49.5167,14.2833
39858,49.5,14.2167
39859,49.4667,14.2833
39901,49.45,14.3
38301,49.0333,14
38402,48.9833,14.15
38403,48.9167,14.1333
38404,48.95,14.0667
38411,49.0333,14.2667
38421,49.0333,13.85
38422,49.0833,13.9667
38425,49.1,14.0167
38426,49.0833,14.0667
38427,49.05,14.0833
38432,49.0333,13.9333
38433,49,13.9333
38441,48.9333,13.9833
38442,48.9167,13.8
38443,48.9,13.7
38444,48.8667,13.8333
38462,48.7667,13.9333
38471,49.0333,13.8833
38472,49.0833,13.7
38473,49.1,13.6667
38481,49.1167,13.85
38486,49.1333,13.7333
38491,48.95,13.7667
38492,48.9833,13.6667
38501,49.0833,13.7833
34201,49.2216,13.59
38601,49.25,14.05
38701,49.1333,14
38706,49.1333,13.8833
38711,49.2667,13.8333
38715,49.3,13.7667
38716,49.25,13.75
38719,49.1667,13.7667
38720,49.2333,13.8
38731,49.3167,13.9333
38732,49.3667,13.95
38733,49.4,13.7833
38734,49.3833,13.8333
38735,49.35,13.8667
38736,49.35,13.8167
38737,49.3333,13.8667
38742,49.4833,13.75
38743,49.5,13.8833
38751,49.2667,14.0167
38752,49.2333,14.0333
38756,49.15,13.9667
38771,49.15,14.2333
38772,49.1,14.2
38773,49.1667,14.0667
38775,49.1833,14.1
38801,49.4,13.9167
38901,49.1,14.1667
39001,49.4,14.65
39002,49.4167,14.7167
39003,49.4167,14.65
39005,49.4183,14.6717
39101,49.4306,14.6942
39102,49.4306,14.6942
39111,49.3667,14.6333
39116,49.3,14.75
39117,49.3167,14.75
39118,49.3333,14.8333
39120,49.3667,14.85
39121,49.3833,14.7667
39126,49.2833,14.8167
39127,49.25,14.85
39131,49.45,14.5667
39132,49.4667,14.4833
39133,49.5,14.5667
39135,49.5,14.6167
39136,49.4809,14.58
39137,49.4667,14.7167
39142,49.4667,14.7667
39143,49.6,14.8
39152,49.5333,14.8833
39153,49.4667,14.9167
39155,49.4167,14.85
39156,49.4,14.75
39161,49.4,14.4833
39162,49.3833,14.5
39171,49.25,14.5167
39172,49.3456,14.5939
39173,49.3,14.6333
39174,49.3333,14.6667
39175,49.3667,14.5667
39176,49.3833,14.6167
39181,49.2,14.7333
39201,49.2333,14.7
39852,49.5,14.4833
33452,49.5167,13.15
34401,49.7833,13.5167
34501,49.4,12.9667
34502,49.4,13
34506,49.4333,13.0833
34507,49.3333,13
34509,49.35,13.15
34521,49.5,12.8833
34522,49.5333,13.0333
34525,49.6167,12.7833
34526,49.5833,12.7
34532,49.3667,12.85
34533,49.4167,12.8167
34534,49.4333,12.8167
34535,49.45,12.8167
34543,49.45,13.1167
34545,49.5,12.9833
34561,49.5333,13.0167
34562,49.6,12.9833
34601,49.5,13.0167
35002,49.9167,12.6667
35101,50.1167,12.35
35124,50.2833,12.1833
35134,50.15,12.3833
35135,50.2167,12.35
35137,50.25,12.4
35201,50.0833,12.6
35301,49.95,12.7333
35491,50.0167,12.6333
33041,50,13
33162,50.0167,13.2167
35735,50.2143,12.7452
36001,50.2167,12.8
36004,50.25,12.8833
36005,50.2194,12.8861
36006,50.1833,13.0833
36007,50.2,12.8167
36010,50.2667,13.2333
36017,50.2333,12.8167
36018,50.1667,13.0167
36221,50.3167,12.7
36222,50.3071,12.7595
36225,50.3,12.7667
36233,50.3,12.8667
36234,50.3333,12.85
36235,50.3833,12.7667
36236,50.4,12.8167
36251,50.35,12.95
36263,50.25,12.9
36272,50.2333,13
36273,50.3,13.0333
36301,50.3833,13.05
36401,50.0833,13.0333
36452,50.1667,13.1667
36453,50.1333,13.2
36461,50,12.9
36464,50.05,12.8833
36471,50.1167,13.05
43151,50.3667,13.1
44101,50.15,13.2833
33401,49.1667,13.6167
33501,49.4667,13.4667
33901,49.3833,13.35
34004,49.1333,13.2
34012,49.5167,13.3333
34021,49.3333,13.1833
34022,49.25,13.1667
34034,49.3833,13.4667
34101,49.3667,13.6333
34142,49.25,13.3333
34192,49.15,13.5167
30100,49.7,13.4
30700,49.775,13.4458
31000,49.7548,13.3286
31200,49.76,13.3233
31500,49.7548,13.3286
31700,49.7548,13.3286
31800,49.75,13.3667
32000,49.7267,13.3833
32100,49.7,13.35
32200,49.75,13.3
32300,49.7667,13.3667
32600,49.7333,13.4167
33201,49.7,13.5333
33202,49.8667,13.9167
33203,49.6667,13.5
33204,49.6333,13.4667
33205,49.65,13.4833
33207,49.6167,13.45
33209,49.65,13.4167
33211,49.6333,13.1167
33214,49.65,13.2167
33301,49.65,13.2
33441,49.7667,13.8333
33442,49.6333,13.3167
33443,49.6,13.2833
33444,49.6,13.35
33445,49.5833,13.4167
33453,49.5333,13.25
33454,49.55,13.3167
33455,49.5333,13.3833
33503,49.5,13.6
33541,49.5167,13.6167
33543,49.5333,13.7
33544,49.4667,13.7333
33546,49.4333,13.6833
33547,49.4333,13.6167
33551,49.5167,13.5333
33554,49.5,13.5
33555,49.45,13.5167
33561,49.6,13.5833
33562,49.6167,13.6833
33563,49.5667,13.65
33564,49.55,13.6833
33601,49.5667,13.5833
33001,49.75,13.4833
33002,49.7833,13.4833
33003,49.8,13.5
33004,49.85,13.4333
33005,49.8833,13.4667
33007,49.8,13.45
33008,49.8,13.4333
33011,49.8167,13.4
33012,49.8333,13.3667
33013,49.8667,13.3
33014,49.8167,13.3333
33016,49.8333,13.25
33017,49.7833,13.3167
33021,49.7,13.2667
33022,49.6833,13.2167
33023,49.7333,13.1167
33024,49.7,13.1167
33025,49.7167,13.15
33026,49.7333,13.2333
33027,49.7333,13.2833
33032,49.7667,13.2333
33033,49.7833,13.15
33034,49.7667,13.15
33035,49.8167,13.15
33036,49.8667,13.1167
33038,49.9,13.1
33101,49.9333,13.4
33141,49.9667,13.55
33144,49.9833,13.55
33151,49.9,13.4667
33152,49.9167,13.2667
33165,50.0833,13.4
34901,49.7667,13.1
34952,49.85,13.05
33701,49.7,13.5833
33703,49.7512,13.6369
33801,49.7833,13.7
33805,49.8,13.7333
33806,49.7833,13.7833
33808,49.9167,13.6667
33821,49.7667,13.6
33822,49.7667,13.65
33823,49.8167,13.5333
33824,49.8333,13.5833
33826,49.8667,13.5667
33828,49.85,13.6333
33841,49.75,13.5333
33842,49.7167,13.6333
33843,49.65,13.6833
33844,49.7167,13.6833
33845,49.75,13.8
35601,50.25,12.6333
35604,50.1667,12.65
35701,50.2018,12.5904
35703,50.1833,12.6333
35707,50.2667,12.5667
35709,50.2167,12.6
35731,50.15,12.8
35733,50.1833,12.75
35734,50.2167,12.7333
35751,50.1167,12.5167
35755,50.15,12.5667
35801,50.2667,12.4833
34701,49.8333,12.5833
34801,49.7833,12.7333
34802,49.75,12.7667
34806,49.7833,12.7833
34815,49.8167,12.7833
34953,49.8833,12.8667
34961,49.7167,12.9833
46353,50.7738,14.8524
47001,50.6667,14.5167
47006,50.6647,14.5245
47101,50.6,14.4833
47103,50.4667,14.7167
47104,50.5833,14.4167
47105,50.6833,14.4
47106,50.6833,14.3833
47107,50.7167,14.3833
47108,50.7,14.4167
47111,50.7167,14.5
47112,50.5,15.0667
47113,50.7667,14.4333
47114,50.7667,14.4833
47115,50.8,14.45
47116,50.7833,14.5333
47117,50.7333,14.4833
47118,50.7167,14.5667
47121,50.6833,14.5833
47123,50.65,14.6333
47124,50.65,14.7333
47125,50.75,14.7667
47126,50.7333,14.8167
47127,50.7,14.8
47128,50.7167,14.8667
47129,50.7,14.7167
47141,50.5333,14.5
47151,50.7833,14.6
47152,50.75,14.6
47154,50.75,14.6667
47155,50.787,14.6435
47156,50.8,14.65
47157,50.8333,14.6667
47158,50.7333,14.6333
47161,50.5833,14.5667
47162,50.5,14.6333
47163,50.5833,14.6333
47167,50.6333,14.6
47201,50.55,14.6333
47301,50.7333,14.5667
40502,50.7278,14.1528
40505,50.7278,14.1528
40701,50.7667,14.0833
40703,50.7333,14.1833
40711,50.6833,14.2
40713,50.8,14.2667
40714,50.8167,14.2667
40715,50.8333,14.3667
40716,50.8667,14.35
40717,50.8667,14.3
40721,50.3167,14.0667
40722,50.7667,14.3333
40723,50.7167,14.3667
40725,50.6833,14.35
40729,50.75,14.4
40741,50.7833,14.3167
40742,50.7667,14.35
40744,50.85,14.5
40745,50.8167,14.5333
40746,50.9,14.5167
40747,50.9167,14.6167
40751,50.8667,14.5
40752,50.9,14.5667
40753,50.8167,14.4
40755,50.8833,14.6
40756,50.8667,14.5833
40757,50.9,14.5667
40760,50.95,14.4167
40761,50.95,14.5
40777,51.0167,14.4667
40778,50.9833,14.4
40779,50.95,14.3667
40780,50.9667,14.3333
40781,51.0333,14.3667
40782,51,14.3
40801,50.8667,14.5667
43001,50.5167,13.35
43003,50.4667,13.4025
43004,50.4667,13.4025
43101,50.45,13.3833
43102,50.4667,13.3
43111,50.4667,13.4833
43114,50.4667,13.5333
43115,50.4833,13.5
43121,50.5333,13.4167
43132,50.5667,13.3333
43141,50.4333,13.4667
43143,50.3833,13.5
43144,50.4333,13.4333
43145,50.4,13.4333
43153,50.3167,13.35
43154,50.3,13.3167
43155,50.3,13.2833
43156,50.2667,13.2833
43157,50.3333,13.4333
43158,50.45,13.25
43159,50.5167,13.4667
43163,50.3833,13.0833
43182,50.5167,13.2667
43183,50.4667,13.2333
43184,50.4167,13.1167
43186,50.4333,13.05
43191,50.4833,13.0833
43201,50.4167,13.2667
43801,50.3833,13.4667
46342,50.65,15.1167
46601,50.7292,15.1681
46602,50.7333,15.1833
46604,50.7333,15.1667
46605,50.75,15.1333
46606,50.7,15.2
46801,50.5833,14.5667
46802,50.4667,14.9
46803,50.7167,15.1
46804,50.7333,15.1167
46811,50.7667,15.1833
46812,50.7878,15.1417
46821,50.6833,15.25
46822,50.65,15.2167
46824,50.7,15.3167
46825,50.7,15.2667
46826,50.7,15.2333
46827,50.6592,15.2163
46833,50.6333,15.15
46841,50.75,15.3167
46843,50.75,15.2667
46844,50.5333,15.5
46845,50.7167,15.3167
46846,50.7,15.3167
46847,50.6833,15.35
46848,50.75,15.35
46849,50.7681,15.3639
46850,50.8167,15.35
46851,50.7369,15.2358
46861,50.7589,15.3136
46871,50.7333,15.2167
46001,50.7722,14.9556
46003,50.7722,14.9556
46005,50.7722,14.9556
46006,50.7722,14.9556
46007,50.7722,14.9556
46008,50.7722,14.9556
46009,50.7722,14.9556
46010,50.7722,14.9556
46014,50.7722,14.9556
46015,50.7722,14.9556
46303,50.7833,15.0333
46311,50.7333,15.1
46312,50.7,15.05
46331,50.85,15.1
46334,50.85,14.85
46343,50.7,14.9667
46344,50.6333,15.0833
46345,50.5833,15.0333
46346,50.5833,15.0833
46348,50.6333,14.9667
46352,50.45,14.9167
46362,50.8667,15.2167
46365,50.9575,15.2492
46373,51,15.0333
46401,50.9,15.0167
41002,50.5333,13.9667
41101,50.5167,14.0667
41103,50.5667,14.0333
41108,50.4833,14.4
41111,50.5,14.05
41112,50.4833,14.0333
41113,50.4667,13.9833
41114,50.5,13.9667
41115,50.5333,13.9333
41116,50.4333,14.0167
41117,50.4,14.0167
41118,50.4,14.15
41119,50.3738,14.0786
41120,50.35,14.0833
41121,50.3167,14
41131,50.55,13.9833
41132,50.5333,13.9333
41133,50.5667,14.0333
41141,50.55,14.1667
41142,50.5667,14.2
41145,50.5333,14.25
41146,50.5667,14.3
41147,50.5,14.2833
41148,50.5167,14.2333
41155,50.5167,14.15
41156,50.5,14.15
41162,50.5333,14.4333
41164,50.4833,14.2833
41171,50.4667,14.25
41172,50.4833,14.3333
41173,50.4833,14.4333
41174,50.5,14.3833
